0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0010125056409374198,1.3083992822037361e-05,0.00013130629639870363,0.0028043694360866405,0.0006485541888665282,0.00030241438955655084,0.00038693521072450396,0.003209128123602506,0.0004506722443684552,0.0031296538347145957,1.4720217220371323e-05,0.0035399292679419367,0.0015263573191850802,1.1447929671947973e-05
0.0,0.0010125056409374198,0.0,0.0003504342321762723,0.0005357278783997416,0.001526359126472322,0.018419766611351432,0.001425341673641961,0.0003169394009755051,0.019345821271904012,0.0012542508441788208,0.0003558511300171542,6.005271988025599e-05,0.014485168355753655,0.006234652324747007,4.670294741270322e-05
0.0,1.3083992822037361e-05,0.0003504342321762723,0.0,6.129886608727091e-06,0.0001384648598422288,0.0005340771433007866,1.7910864436272017e-05,4.746462662357127e-06,0.00024109309316859735,0.0001666729300607672,0.0002706650368934473,6.87216030314272e-07,0.0001651121781492868,7.123163851676306e-05,5.344491059976761e-07
0.0,0.00013130629639870363,0.0005357278783997416,6.129886608727091e-06,0.0,0.001811463323661978,0.0036058777051171218,0.00017974905425815167,0.00020991644270358005,0.0022485698549472564,0.001909230231630203,0.00021431092978135835,6.89646072472936e-06,0.0005696465112049684,0.0027535619927408083,5.363387702254398e-06
0.0,0.00280436943608664,0.001526359126472322,0.0001384648598422288,0.001811463323661978,0.0,0.0010095589016198628,0.0035066621185471047,0.002147958422047622,0.00033488400453803024,0.008074801612676107,0.0011213123240275498,0.00035980468482778836,0.004245679534214775,0.004211999724394179,0.0005464780927722574
0.0,0.0006485541888665282,0.018419766611351435,0.0005340771433007866,0.0036058777051171213,0.0010095589016198628,0.0,0.0005570962538688567,0.0006674211990954443,0.0022852194419767206,0.0021557773188782096,0.0005948622630525201,0.00024252358530984608,0.0013969457402155192,0.006205477773392932,0.00035491434957478883
0.0,0.00030241438955655084,0.001425341673641961,1.7910864436272017e-05,0.00017974905425815167,0.0035066621185471047,0.0005570962538688567,0.0,0.00013918099399756745,0.0002862862560798941,0.0014268292279769517,0.0003803299583481582,2.0150718445893518e-05,0.00039410089131930123,0.0015180977060034592,1.5671231852059774e-05
0.0,0.00038693521072450396,0.0003169394009755051,4.746462662357127e-06,0.00020991644270358005,0.002147958422047622,0.0006674211990954443,0.00013918099399756745,0.0,0.000385270210466343,0.0004279374203813664,0.0001659421737887721,5.34003220817997e-06,0.0012833938285078395,0.00035750718983247804,4.152951302187412e-06
0.0,0.0032091281236025057,0.019345821271904016,0.00024109309316859735,0.002248569854947256,0.00033488400453803024,0.0022852194419767206,0.0002862862560798941,0.000385270210466343,0.0,0.008076921509005512,0.00390784174491716,0.0005162211821971893,0.009349370423259193,0.0003318075908375264,0.0003190352928185158
0.0,0.0004506722443684552,0.0012542508441788208,0.0001666729300607672,0.001909230231630203,0.008074801612676107,0.0021557773188782096,0.0014268292279769517,0.0004279374203813664,0.008076921509005512,0.0,0.00043501338759508053,0.0005002711360205347,0.004106519891261762,0.014224606903086424,0.00046636982145818154
0.0,0.0031296538347145957,0.0003558511300171542,0.0002706650368934473,0.00021431092978135835,0.0011213123240275498,0.0005948622630525201,0.0003803299583481582,0.0001659421737887721,0.00390784174491716,0.00043501338759508053,0.0,2.402508003869063e-05,0.0031933492393671154,0.0010050600537112723,1.8684322251961484e-05
0.0,1.4720217220371323e-05,6.005271988025599e-05,6.87216030314272e-07,6.89646072472936e-06,0.00035980468482778836,0.00024252358530984608,2.0150718445893518e-05,5.34003220817997e-06,0.0005162211821971893,0.0005002711360205347,2.402508003869063e-05,0.0,0.0005018422289014328,0.0002668485322020337,6.012846351008926e-07
0.0,0.0035399292679419367,0.014485168355753655,0.0001651121781492868,0.0005696465112049684,0.004245679534214775,0.0013969457402155192,0.00039410089131930123,0.0012833938285078395,0.00934937042325919,0.004106519891261762,0.003193349239367116,0.0005018422289014328,0.0,0.005829542223141805,0.0001444652958821369
0.0,0.0015263573191850802,0.006234652324747007,7.123163851676306e-05,0.0027535619927408083,0.004211999724394179,0.006205477773392932,0.0015180977060034592,0.00035750718983247804,0.0003318075908375264,0.014224606903086422,0.0010050600537112723,0.0002668485322020337,0.005829542223141805,0.0,6.232449540552693e-05
0.0,1.1447929671947973e-05,4.670294741270322e-05,5.344491059976761e-07,5.363387702254398e-06,0.0005464780927722574,0.00035491434957478883,1.5671231852059774e-05,4.152951302187412e-06,0.0003190352928185158,0.00046636982145818154,1.8684322251961484e-05,6.012846351008926e-07,0.0001444652958821369,6.232449540552693e-05,0.0
